"","sample","MDS_D1","MDS_D2","cluster","patient"
"72","16207_3_H1",-0.0424877466090949,-0.00434753974438573,"2","16207"
"73","16207_3_H2",-0.0522553444681614,-0.00736173940320863,"2","16207"
"74","16207_3_H4",-0.047221059649759,-0.00157204505309237,"2","16207"
"75","16207_3_H5",-0.0515364824126759,-0.00776734649306907,"2","16207"
"76","16207_3_H8",-0.0479038672319846,-0.00799832762871629,"2","16207"
"77","16207_4_H0",-0.0488987900648567,-0.0017479818682467,"2","16207"
"78","16207_4_H1",-0.0484038061009904,-0.0062988498513159,"2","16207"
"79","16207_4_H2",-0.0495814913575229,-0.000263418443524915,"2","16207"
"80","16207_4_H3",-0.0521481070185081,-0.000860876425124292,"2","16207"
"81","16207_4_H4",-0.0394529109197728,-0.00327087176728353,"2","16207"
"82","16207_4_H5",-0.0456044730487847,-0.00533352415557233,"2","16207"
"83","16207_4_H6",-0.04666222359042,-0.00161650323536991,"2","16207"
"84","16207_4_H7",-0.0427099127181506,-0.000795990030731979,"2","16207"
"85","16207_4_H8",-0.0487632295249416,-0.00566710537668918,"2","16207"
"86","16207_5_H0",-0.0550109281023611,-0.00388792947618608,"2","16207"
"87","16207_5_H1",-0.0459702921781764,-0.00148696288302201,"2","16207"
"88","16207_5_H2",-0.0499034251129923,-0.00586437852471619,"2","16207"
"89","16207_5_H3",-0.0498738351627563,-0.00227212575814801,"2","16207"
"90","16207_5_H4",-0.0501497962834486,0.000238270664589948,"2","16207"
"91","16207_5_H5",-0.0429955640760582,0.000610821429193337,"2","16207"
"92","16207_5_H6",-0.0442872639250277,-0.00170872032068371,"2","16207"
"93","16207_5_H7",-0.045719701887651,0.000260564068545862,"2","16207"
"94","16207_5_H8",-0.0485496515933143,-0.00283063510564598,"2","16207"
"95","16207_5_H9",-0.0488728708024522,0.000254876947987872,"2","16207"
"96","16207_6_H0",-0.0542436106312164,-0.00497552140982205,"2","16207"
"97","16207_6_H1",-0.0406481240922848,-0.0038008549425008,"2","16207"
"98","16207_6_H2",-0.0489772819905816,0.000898024808913981,"2","16207"
"99","16207_6_H3",-0.0476478116990446,-0.00264766960919963,"2","16207"
"100","16207_6_H4",-0.0481449401120626,-0.00190798803620104,"2","16207"
"101","16207_6_H5",-0.0469965684138617,-0.00756045047923835,"2","16207"
"102","16207_6_H6",-0.0501700790678264,-0.0026237716867596,"2","16207"
"103","16207_6_H7",-0.0515477356391458,-0.000994283817707468,"2","16207"
"104","22763_1_H0",0.0345043624962149,0.00207581744250142,"1","22763"
"105","22763_1_H1",0.0321542130676787,0.00257499765492701,"1","22763"
"106","22763_1_H2",0.0336391470878268,-0.00167536258845551,"1","22763"
"107","22763_1_H3",0.027821211056906,-0.00152932450392015,"1","22763"
"108","22763_1_H4",0.0361973473879984,-0.0044314572480673,"1","22763"
"109","22763_1_H5",0.0358742302624346,-0.000875610456324956,"1","22763"
"110","22763_1_H6",0.0359501513387625,-0.00369728139355891,"1","22763"
"111","22763_1_H7",0.0336336175691936,-0.00387915346119442,"1","22763"
"112","22763_1_H8",0.0298172591294787,0.00132442126245399,"1","22763"
"113","22763_1_H9",0.0292178297185379,0.000106656028331984,"1","22763"
"114","22763_2_H0",0.0394129778625719,-0.00193866948467553,"1","22763"
"115","22763_2_H1",0.0345253914787201,-0.00402186569171096,"1","22763"
"116","22763_2_H2",0.0359737522323745,-8.2709201635697e-06,"1","22763"
"117","22763_2_H3",0.0344040010746134,-0.000880009464719159,"1","22763"
"118","22763_2_H4",0.0358302021998275,-0.00478057852335106,"1","22763"
"119","22763_2_H5",0.0358848577304759,0.00131203237828467,"1","22763"
"120","22763_2_H6",0.0321594013183529,0.000648452200742178,"1","22763"
"121","22763_2_H7",0.0315287721448691,5.27240123894614e-05,"1","22763"
"122","22763_2_H8",0.034246105475556,-0.00241832295059698,"1","22763"
"123","22763_2_H9",0.0352332005692517,-0.00334797936206873,"1","22763"
"124","22763_3_H0",0.0263118862650339,0.00114586042810278,"1","22763"
"125","22763_3_H1",0.0325955131965664,0.00297466041927457,"1","22763"
"126","22763_3_H2",0.0271364843407235,0.000933377495510183,"1","22763"
"127","22763_3_H3",0.0267528860495122,0.00285196274766262,"1","22763"
"128","22763_3_H4",0.028000458731758,0.00218705096115349,"1","22763"
"129","22763_3_H5",0.0300518275071917,0.00234794244015582,"1","22763"
"130","22763_3_H6",0.030916778368022,0.00348289300465254,"1","22763"
"131","22763_3_H7",0.0260324007319699,0.00175468715956313,"1","22763"
"132","22763_3_H8",0.0278436591436175,0.00234645582144256,"1","22763"
"133","22763_3_H9",0.0280463091070197,0.00300867444883631,"1","22763"
"134","22763_4_H0",0.0401468363984359,-0.00366078811314868,"1","22763"
"135","22763_4_H1",0.0441908329932944,-0.00352598526798999,"1","22763"
"136","22763_4_H2",0.0397670553256705,-0.00584366295325423,"1","22763"
"137","22763_4_H3",0.0410293112752467,-0.00684467739937715,"1","22763"
"138","22763_4_H4",0.040240878975256,-0.00342060964542029,"1","22763"
"139","22763_4_H5",0.0443956556029583,-0.00591577225643099,"1","22763"
"140","22763_4_H6",0.0413696008354616,-0.00362635348998374,"1","22763"
"141","22763_4_H7",0.0441401035562008,-0.0045040034149622,"1","22763"
"142","22763_4_H8",0.0412808917075479,-0.00548128200510873,"1","22763"
"143","22763_4_H9",0.0413989646785625,-0.00301140588577836,"1","22763"
"144","22763_5_H0",0.0324741175840135,-0.000791212661847899,"1","22763"
"145","22763_5_H1",0.0298735460482605,0.000500577698060753,"1","22763"
"146","22763_5_H2",0.0376854410674215,-0.00578115267118741,"1","22763"
"147","22763_5_H3",0.0428319109543069,-0.00433748866906824,"1","22763"
"148","22763_5_H4",0.0373858897523027,-0.00263558095290662,"1","22763"
"149","22763_5_H5",0.0397309865504963,0.00268474609689648,"1","22763"
"150","22763_5_H6",0.0305858746699271,0.000587690590927326,"1","22763"
"151","22763_5_H7",0.0340976290854336,-0.000234581122116436,"1","22763"
"152","22763_5_H8",0.0341097175017479,-0.00353128698764654,"1","22763"
"153","22763_5_H9",0.0348598529868613,0.00150911735073803,"1","22763"
"154","22763_6_H0",0.0362151476458328,-0.00486418069221772,"1","22763"
"155","22763_6_H1",0.0372137699201813,-0.000932938909673923,"1","22763"
"156","22763_6_H2",0.0397045677344374,-0.00482101811187899,"1","22763"
"157","22763_6_H3",0.0331661675938129,-0.00202351713924997,"1","22763"
"158","22763_6_H4",0.0317006205969094,-0.00115732231537317,"1","22763"
"159","22763_6_H5",0.0311689144972427,-0.00255017130027336,"1","22763"
"160","22763_6_H6",0.0370366348396941,4.47783768369197e-05,"1","22763"
"161","22763_6_H7",0.0375206635694029,0.00100960954675784,"1","22763"
"162","22763_6_H8",0.0375052463655638,-0.00360134199560902,"1","22763"
"163","22763_6_H9",0.0384942351966544,-0.00524587389379706,"1","22763"
"164","22763_7_H0",0.0371108430787676,-0.00022842277913705,"1","22763"
"165","22763_7_H1",0.0377445516428726,0.00109251980824466,"1","22763"
"166","22763_7_H2",0.0359657586431522,-0.00229703325360067,"1","22763"
"167","22763_7_H3",0.0405675968113522,-0.00544570283500472,"1","22763"
"168","22763_7_H4",0.038386306761886,-0.0048763101496727,"1","22763"
"169","22763_7_H5",0.0373559670343986,-0.00204124341615509,"1","22763"
"170","22763_7_H6",0.0347526836895938,0.000365950869242726,"1","22763"
"171","22763_7_H7",0.040746059638535,0.000679202939649772,"1","22763"
"172","22763_7_H8",0.0408738612179289,-0.00605391974516037,"1","22763"
"173","22763_7_H9",0.0375591560792549,-0.00323510831178991,"1","22763"
"174","22763_8_H0",0.0371340917290349,0.00148404266181871,"1","22763"
"175","22763_8_H1",0.0387793553057437,0.000223984088224509,"1","22763"
"176","22763_8_H2",0.0417396759091622,-0.00431105297905711,"1","22763"
"177","22763_8_H3",0.0408749748948183,-0.00217235134780241,"1","22763"
"178","22763_8_H4",0.0414956542899589,-0.000563442677138389,"1","22763"
"179","22763_8_H5",0.0375917890588134,-0.00165972828250216,"1","22763"
"180","22763_8_H6",0.0426293832735146,-0.00105142902558741,"1","22763"
"181","22763_8_H7",0.0393497988060418,-0.00368665279335097,"1","22763"
"182","22763_8_H8",0.0440156455223195,-0.00280774051021919,"1","22763"
"183","22763_8_H9",0.0431697597108272,-0.00138179102433503,"1","22763"
"184","22828_1_H0",0.000463512572002589,-0.0162959959973632,"2","22828"
"185","22828_1_H1",0.000762756687410381,-0.0134424642947319,"2","22828"
"186","22828_1_H2",-0.00351984595876243,-0.0114169156748831,"2","22828"
"187","22828_2_H0",-0.000220721825185426,-0.012435500047451,"2","22828"
"188","22828_2_H1",-0.00192165766752369,-0.0112977258816453,"2","22828"
"189","22828_2_H2",-0.0023258843938636,-0.0111633314191783,"2","22828"
"190","22828_3_H0",-0.00277566360496746,-0.0142018111549443,"2","22828"
"191","22828_3_H1",-0.00429314080678995,-0.0147891162952392,"2","22828"
"192","22828_3_H2",-0.00373509810189747,-0.0126811541268134,"2","22828"
"193","22828_4_H0",-0.00435160919117866,-0.0153960110864708,"2","22828"
"194","22828_4_H1",-0.00283635008434381,-0.0149773623073521,"2","22828"
"195","22828_4_H2",0.00266901768487841,-0.013574416516428,"2","22828"
"196","22828_5_H0",0.000455625661127911,-0.00730423691109797,"2","22828"
"197","22828_5_H1",-1.96721574617973e-05,-0.00649835549651287,"2","22828"
"198","22828_5_H2",0.000588485490896452,-0.00718646282500297,"2","22828"
"199","22828_5_H3",-0.000150255922247236,-0.0073723114119863,"2","22828"
"200","22828_5_H4",0.00142990851186603,-0.00693744250152894,"2","22828"
"201","22828_6_H0",-0.00378881693871871,-0.009824114879784,"2","22828"
"202","22828_6_H1",-0.00362468224467279,-0.0086160235442408,"2","22828"
"203","22828_6_H2",-0.000913682294166388,-0.00765073178935232,"2","22828"
"204","22828_6_H3",-0.00320672776808361,-0.00931118889616488,"2","22828"
"205","26892_1_H0",0.00440327355030592,0.0445037111562485,"2","26892"
"206","26892_1_H1",0.00280298983792414,0.037119120186431,"2","26892"
"207","26892_1_H2",-0.00111674809808783,0.0387284380701565,"2","26892"
"208","26892_1_H3",0.000391062002345596,0.041736871636404,"2","26892"
"209","26892_2_H0",0.00221571563405507,0.0427013076525897,"2","26892"
"210","26892_2_H1",0.00390066613930376,0.0490103268676312,"2","26892"
"211","26892_2_H2",-0.00076163719393274,0.0518963276690161,"2","26892"
"212","26892_2_H3",0.00416281080157184,0.0414398647642854,"2","26892"
"213","26892_2_H4",0.00265322924124885,0.0431964841568358,"2","26892"
"214","26892_3_H0",0.00215948338331298,0.044773984609718,"2","26892"
"215","26892_3_H1",0.00300580702964485,0.0409776973647105,"2","26892"
"216","26892_3_H2",-0.000102214756052366,0.0414048686154998,"2","26892"
"217","26892_3_H3",-0.00144467720987129,0.0446923960068408,"2","26892"
"218","26892_4_H0",-0.00349788773388533,0.0473576247860958,"2","26892"
"219","26892_4_H1",-1.44885769707279e-05,0.0462520850035051,"2","26892"
"220","26892_4_H2",0.00456859216796871,0.037256368682991,"2","26892"
"221","26892_4_H3",0.00290288068717821,0.0454536983340256,"2","26892"
"222","26892_5_H0",0.0111089940461528,0.039514696916842,"2","26892"
"223","26892_5_H1",0.00342267333894191,0.0325221598527028,"2","26892"
"224","26892_5_H2",0.00556230675787973,0.0336984696993849,"2","26892"
"225","26892_5_H3",0.00764936729898717,0.0382384474746695,"2","26892"
"226","26892_6_H0",-0.0012250831056301,0.0465792500790691,"2","26892"
"227","26892_6_H1",0.0035086218228645,0.0484600848981552,"2","26892"
"228","26892_6_H2",0.000536091642566823,0.0449837667595181,"2","26892"
"229","26892_6_H3",-0.00280848039433321,0.0454107870941151,"2","26892"
"230","26892_7_H0",0.00027530664781918,0.0453623218604654,"2","26892"
"231","26892_7_H1",0.00628259470203992,0.0424654764924319,"2","26892"
"232","26892_7_H2",0.00407337008708097,0.0451732881573486,"2","26892"
"233","26892_7_H3",0.00769049483343492,0.0369672932012249,"2","26892"
"234","28545_1_H0",0.00282958642438907,-0.0178161586517326,"2","28545"
"235","28545_1_H1",0.00150139067850795,-0.0163968162234856,"2","28545"
"236","28545_1_H2",0.00246943276827466,-0.0161365638817169,"2","28545"
"237","28545_2_H1",-0.00282508962370442,-0.0409385706312683,"2","28545"
"238","28545_2_H2",-0.00373716566543564,-0.0451917778717091,"2","28545"
"239","28545_3_H0",0.00821479063569113,-0.0285464356067089,"2","28545"
"240","28545_3_H1",0.0112941186606068,-0.0297445453338721,"1","28545"
"241","28545_3_H2",0.00815595811824144,-0.0257880934696948,"2","28545"
"242","28545_4_H1",-0.00814373341401563,-0.0476634993566513,"2","28545"
"243","28545_4_H2",-0.019697045179495,-0.0322960775618634,"2","28545"
"244","28545_5_H0",0.00404155902968896,-0.0188488040570338,"2","28545"
"245","28545_5_H1",-0.00133875067122474,-0.0137223916293364,"2","28545"
"246","28545_5_H2",0.00546772192166064,-0.023373237351522,"2","28545"
"247","29447_1_H0",0.00477816220670073,-0.0376720524995146,"2","29447"
"248","29447_1_H1",0.0018168911083443,-0.0379175120999144,"2","29447"
"249","29447_1_H2",0.00272624270718857,-0.0393672720378617,"2","29447"
"250","29447_1_H3",0.000834038593076758,-0.0252067089319444,"2","29447"
"251","29447_2_H0",-0.00112359523924031,-0.0454902903127345,"2","29447"
"252","29447_2_H1",-0.00517498885751653,-0.0341138243968219,"2","29447"
"253","29447_2_H2",-0.00278188664614154,-0.0448044664753597,"2","29447"
"254","29447_2_H3",0.00226210243682022,-0.0502575706610516,"2","29447"
"255","29447_3_H0",0.00521716070126856,-0.0418433609996525,"2","29447"
"256","29447_3_H1",-0.0010886874485716,-0.0302117007052719,"2","29447"
"257","29447_3_H2",-0.000314467483703216,-0.0303369958416804,"2","29447"
"258","29447_3_H3",0.00248803303524279,-0.0263459927275262,"2","29447"
"259","29447_3_H4",0.00206943412791477,-0.0370666103043738,"2","29447"
"260","29447_3_H5",0.00442695133391971,-0.0351040061262909,"2","29447"
"261","29447_4_H0",0.00524853892190969,-0.0379264245241252,"2","29447"
"262","29447_4_H1",-0.000341907986847146,-0.0270510351672647,"2","29447"
"263","29447_4_H2",-0.000183479441569456,-0.0273001352646988,"2","29447"
"264","29447_4_H3",0.00788247017882474,-0.0312918452385077,"2","29447"
"265","29447_4_H4",-0.00163920138360513,-0.025311920591532,"2","29447"
"266","47939_1_H0",-0.0195650932059235,0.0371610959529537,"2","47939"
"267","47939_1_H1",-0.0174356301456215,0.0359815083790088,"2","47939"
"268","47939_1_H2",-0.0181945200353175,0.033501794971749,"2","47939"
"269","47939_2_H0",-0.0232964473425952,0.0452550306389411,"2","47939"
"270","47939_2_H1",-0.0205039189061982,0.0426069406626521,"2","47939"
"271","47939_2_H2",-0.0226769167044265,-0.0209733721680371,"2","47939"
"272","47939_3_H0",-0.0217549931363473,0.0408893434455877,"2","47939"
"273","47939_3_H1",-0.0186050448368665,0.0360019795333341,"2","47939"
"274","47939_3_H2",-0.018272614924824,0.0360969178966741,"2","47939"
