"","starts","kaks"
"438",1312,0.158828748890861
"439",1315,1.47404844290657
"442",1324,0.0434380776340111
"443",1327,1.43500643500643
"445",1333,0.798078832821412
"447",1339,0.607555089192025
"454",1360,1.74074074074074
"455",1363,0.539600068617976
"472",1414,1.26084180392396
"475",1423,0.504432624113475
"477",1429,0.50709219858156
"478",1432,0.11968085106383
"482",1444,0.156028368794326
"490",1468,1.19828510182208
"492",1474,0.246440306681271
"493",1477,0.254432624113475
"495",1483,0.199645075421473
"497",1489,0.408025501904611
"501",1501,0.82461044186682
"503",1507,0.0815602836879433
"508",1522,0.0824468085106383
"509",1525,0.0416666666666667
"521",1561,1.2998266897747
"537",1609,0.461786496188175
"NA",NA,NA
"546",1636,0.498069498069498
"555",1663,0.190602836879433
"NA.1",NA,NA
"559",1675,0.3388217785008
"565",1693,0.283687943262411
"579",1735,0.186046511627907
"583",1747,0.000396515360646047
"585",1753,0.156305506216696
"NA.2",NA,NA
"590",1768,0.644156650371028
"596",1786,0.99468085106383
"614",1840,1.0348623853211
"615",1843,0.0434782608695652
"619",1855,0.0815602836879433
"627",1879,0.0815602836879433
"631",1891,0.99468085106383
"635",1903,0.924831462853832
"643",1927,1.23273942093541
"646",1936,0.873900464617418
"650",1948,0.54975845410628
"653",1957,0.953626634958383
"657",1969,0.671784607131643
"660",1978,0.190602836879433
"661",1981,0.0416666666666667
"664",1990,1.04347826086957
"666",1996,0.11968085106383
"667",1999,0.283687943262411
"669",2005,0.547709923664122
"670",2008,0.360815602836879
"673",2017,0.80365296803653
"676",2026,0.882133995037221
"679",2035,0.557624113475177
"685",2053,0.488475177304965
"689",2065,0.99113475177305
"690",2068,0.0897683397683398
"691",2071,1.0712927756654
"695",2083,0.0434782608695652
"700",2098,0.430693069306931
"701",2101,0.318211781937048
"704",2110,0.487351742278985
"706",2116,0.0897683397683398
"707",2119,1.09117647058824
"708",2122,0.528368794326241
"719",2155,0.311170212765957
"723",2167,1.48821081830791
"724",2170,1.27387802071346
"725",2173,0.711111111111111
"726",2176,1.4149377593361
"727",2179,0.199468085106383
"734",2200,1.44654101013846
"735",2203,0.809443253312602
"739",2215,0.0897683397683398
"740",2218,1.17857142857143
"744",2230,0.869631901840491
"745",2233,0.421985815602837
"746",2236,0.847560975609756
"747",2239,0.0416666666666667
"749",2245,0.0416666666666667
"750",2248,0.137603251441771
"753",2257,0.502659574468085
"758",2272,0.773584905660377
"759",2275,1.3125
"761",2281,0.223404255319149
"NA.3",NA,NA
"765",2293,0.223404255319149
"767",2299,0.264184397163121
"768",2302,1.01531531531532
"769",2305,0.161347517730496
"770",2308,0.410377358490566
"773",2317,1.31358885017422
"776",2326,0.0815602836879433
"777",2329,0.0416666666666667
"778",2332,0.792759051186018
"779",2335,0.0417777777777778
"780",2338,0.845147883944627
"781",2341,1.08461538461538
"786",2356,0.394916911045943
"787",2359,1.08783783783784
"NA.4",NA,NA
"790",2368,1.01518438177874
"791",2371,0.351950354609929
"792",2374,0.968085106382979
"794",2380,0.0860148431462104
"795",2383,1.3126491646778
"797",2389,0.0815602836879433
"800",2398,0.999113475177305
"801",2401,0.560533841754051
"802",2404,1.04720377719522
"803",2407,0.964187327823692
"804",2410,0.402010050251256
"807",2419,1.03676470588235
"808",2422,0.465863453815261
"811",2431,0.0416666666666667
"812",2434,0.0815602836879433
"816",2446,0.190602836879433
"818",2452,1.02845673980173
"819",2455,0.0815602836879433
"820",2458,1.04347826086957
"821",2461,0.995036207099886
"823",2467,0.366230677764566
"824",2470,1.06818181818182
"825",2473,1.04347826086957
"827",2479,0.287096774193548
"832",2494,0.0434782608695652
"833",2497,0.0150774797225263
"834",2500,0.0824468085106383
"836",2506,1.0875185381252
"837",2509,0.716294833248614
"838",2512,0.882468209787402
"839",2515,0.0897683397683398
"840",2518,0.967621419676214
"841",2521,0.273049645390071
"844",2530,1.06643757159221
"845",2533,0.427264409881061
"846",2536,0.476766590563138
"848",2542,0.189583333333333
"854",2560,0.156028368794326
"856",2566,1.00537250585113
"859",2575,2.4037558685446
