"","sample","MDS_D1","MDS_D2","cluster","patient"
"28","16207_2.sorted_H1_1",-0.0230286980543133,0.0341284671396183,"4","16207"
"29","16207_2.sorted_H2_1",-0.0213271925142599,0.0320535545794785,"4","16207"
"30","16207_3.sorted_H0_2",-0.0211021068805736,0.029693565178049,"4","16207"
"31","16207_3.sorted_H1_2",-0.0227016456608617,0.0339069426432022,"4","16207"
"32","16207_3.sorted_H2_2",-0.021233567042068,0.031258318953519,"4","16207"
"33","16207_4.sorted_H0_1",-0.0226509113779021,0.0320800477843623,"4","16207"
"34","16207_4.sorted_H1_1",-0.0237527423802363,0.0328853311660188,"4","16207"
"35","16207_4.sorted_H2_1",-0.0212157316000042,0.0310159429754338,"4","16207"
"36","16207_4.sorted_H3_1",-0.0164967511872944,0.0193506462940908,"4","16207"
"37","16207_5.sorted_H0_2",-0.0215260969093008,0.0322079918161374,"4","16207"
"38","16207_5.sorted_H1_2",-0.0205506623097188,0.0301530117591035,"4","16207"
"39","16207_5.sorted_H2_2",-0.0208438258886963,0.0330814208540154,"4","16207"
"40","16207_6.sorted_H0_1",-0.0237095491378507,0.0329494824502865,"4","16207"
"41","16207_6.sorted_H1_1",-0.0223969632420485,0.0332116407479033,"4","16207"
"42","16207_6.sorted_H2_1",-0.0213769239232373,0.0315888200815033,"4","16207"
"43","22763_1.sorted_H0_2",0.0477651698859077,-0.0165275312445853,"1","22763"
"44","22763_1.sorted_H1_2",0.0467213577389138,-0.0149833665118194,"1","22763"
"45","22763_1.sorted_H2_2",0.0318801606268533,-0.0118616159388582,"3","22763"
"46","22763_1.sorted_H3_2",0.0455460587642977,-0.014353708015064,"1","22763"
"47","22763_2.sorted_H0_1",0.0469501676549726,-0.0150163496121757,"1","22763"
"48","22763_2.sorted_H1_1",0.0481959782060691,-0.0168406851398569,"1","22763"
"49","22763_2.sorted_H2_1",0.0466407651729062,-0.0154267591304046,"1","22763"
"50","22763_2.sorted_H3_1",0.0492240718313087,-0.0159170253460725,"1","22763"
"51","22763_3.sorted_H0_2",0.0464202702500336,-0.0170630737863338,"1","22763"
"52","22763_3.sorted_H1_2",0.0446734764326524,-0.016814011506702,"1","22763"
"53","22763_3.sorted_H2_2",0.042202708989828,-0.0144425080064482,"3","22763"
"54","22763_3.sorted_H3_2",0.0426946651366006,-0.0159505923538098,"3","22763"
"55","22763_4.sorted_H0_2",0.0537196023817187,-0.0191488905843533,"1","22763"
"56","22763_4.sorted_H1_2",0.0515509286785758,-0.0179025994557808,"1","22763"
"57","22763_4.sorted_H2_2",0.0492726514240545,-0.0155678329706273,"1","22763"
"58","22763_4.sorted_H3_2",0.0500724647407602,-0.0187820968824487,"1","22763"
"59","22763_5.sorted_H0_1",0.0510781255533355,-0.0199119642899669,"1","22763"
"60","22763_5.sorted_H1_1",0.0495862274171517,-0.0169731837952701,"1","22763"
"61","22763_5.sorted_H2_1",0.0396655084306379,-0.0118427163515495,"3","22763"
"62","22763_5.sorted_H3_1",0.0483451807634562,-0.0156540617134451,"1","22763"
"63","22763_6.sorted_H0_1",0.0492590036275286,-0.0180598898914826,"1","22763"
"64","22763_6.sorted_H1_1",0.047706445141447,-0.0157131315174936,"1","22763"
"65","22763_6.sorted_H2_1",0.0391481290263222,-0.0129132483218491,"3","22763"
"66","22763_6.sorted_H3_1",0.0476407108349961,-0.0156840678396629,"1","22763"
"67","22763_7.sorted_H0_2",0.0524536592936853,-0.0183511344420882,"1","22763"
"68","22763_7.sorted_H1_2",0.0501907096925336,-0.0178441738502823,"1","22763"
"69","22763_7.sorted_H2_2",0.0437452947448965,-0.0138409758985757,"3","22763"
"70","22763_7.sorted_H3_2",0.0510143640581623,-0.0188594989472348,"1","22763"
"71","22763_8.sorted_H0_2",0.0505990350898386,-0.0188018761689339,"1","22763"
"72","22763_8.sorted_H1_2",0.0498398607774204,-0.0183639242875007,"1","22763"
"73","22763_8.sorted_H2_2",0.0483539135173525,-0.0185737971104378,"1","22763"
"74","22763_8.sorted_H3_2",0.0485434265404002,-0.0187274866345041,"1","22763"
"75","22828_1.sorted_H0_2",0.000390822493643023,0.0163992110726237,"4","22828"
"76","22828_1.sorted_H1_2",-0.000168491885176391,0.0174348341015742,"4","22828"
"77","22828_2.sorted_H0_1",-0.00172917610992643,0.0160815027033671,"4","22828"
"78","22828_2.sorted_H1_1",-0.00115574095753328,0.0158140151303719,"4","22828"
"79","22828_2.sorted_H2_1",-0.00410117411312161,0.0128093057061668,"4","22828"
"80","22828_2.sorted_H3_1",-0.0018447261789122,0.0167400468960825,"4","22828"
"81","22828_3.sorted_H0_2",-0.00382827378124288,0.0164170757006868,"4","22828"
"82","22828_3.sorted_H1_2",-0.00557695254729011,0.0169565489130448,"4","22828"
"83","22828_3.sorted_H2_2",-0.004005056183418,0.0148542757751028,"4","22828"
"84","22828_4.sorted_H0_2",-0.00301147862551648,0.0175646153661655,"4","22828"
"85","22828_4.sorted_H1_2",-0.00160735102548106,0.0155959664292074,"4","22828"
"86","22828_4.sorted_H2_2",-0.00451743487789018,0.0162093892679306,"4","22828"
"87","22828_4.sorted_H3_2",-0.00182482356854277,0.0174867417895059,"4","22828"
"88","22828_5.sorted_H0_1",-0.000389608104585938,0.0126690974032151,"4","22828"
"89","22828_5.sorted_H1_1",-0.00177916387651826,0.0118567683199291,"4","22828"
"90","22828_5.sorted_H2_1",-0.00183193893424761,0.0127154324373215,"4","22828"
"91","22828_5.sorted_H3_1",-0.000922343271900567,0.0156562043844954,"4","22828"
"92","22828_6.sorted_H0_1",-0.00224984554599674,0.0139497775906328,"4","22828"
"93","22828_6.sorted_H1_1",-0.0013263636594927,0.0132726958830054,"4","22828"
"94","22828_6.sorted_H2_1",0.010119286475226,0.00716108681502925,"4","22828"
"95","22828_6.sorted_H3_1",-0.00215213734968422,0.0128501989556362,"4","22828"
"96","26892_1.sorted_H0_1",-0.0355524646627808,-0.0454176413730221,"2","26892"
"97","26892_1.sorted_H1_1",-0.0288334110286374,-0.0379730252596951,"2","26892"
"98","26892_1.sorted_H2_1",-0.0341541206333148,-0.0427767243955522,"2","26892"
"99","26892_1.sorted_H3_1",-0.034306088440702,-0.0452879237677658,"2","26892"
"100","26892_2.sorted_H0_2",-0.0348515008134472,-0.0470709264332581,"2","26892"
"101","26892_2.sorted_H1_2",-0.0273746567888558,-0.0417672550354035,"2","26892"
"102","26892_2.sorted_H2_2",-0.0342927399587878,-0.0453889108538376,"2","26892"
"103","26892_2.sorted_H3_2",-0.0369971626368452,-0.0470024778235472,"2","26892"
"104","26892_3.sorted_H0_2",-0.0332145042701837,-0.0450480875221067,"2","26892"
"105","26892_3.sorted_H1_2",-0.0359535041554247,-0.0456419501636614,"2","26892"
"106","26892_3.sorted_H2_2",-0.0352328744104416,-0.0443950476285969,"2","26892"
"107","26892_4.sorted_H0_1",-0.0374170039658025,-0.0466801241057689,"2","26892"
"108","26892_4.sorted_H1_1",-0.0314380812964152,-0.0377228994730993,"2","26892"
"109","26892_4.sorted_H2_1",-0.0345511050902839,-0.0452449752978083,"2","26892"
"110","26892_4.sorted_H3_1",-0.0373512441265747,-0.0473815233723869,"2","26892"
"111","26892_5.sorted_H0_1",-0.0332229545864937,-0.0455617683557942,"2","26892"
"112","26892_5.sorted_H1_1",-0.0195711924240719,-0.0408155292456111,"2","26892"
"113","26892_5.sorted_H2_1",-0.0274870440529716,-0.04346840663489,"2","26892"
"114","26892_5.sorted_H3_1",-0.0327663324942017,-0.0448812673427545,"2","26892"
"115","26892_6.sorted_H0_2",-0.0371359054248782,-0.0454497477244016,"2","26892"
"116","26892_6.sorted_H1_2",-0.0318324747818656,-0.0378809870126827,"2","26892"
"117","26892_6.sorted_H2_2",-0.0344134739931175,-0.0466079565309574,"2","26892"
"118","26892_6.sorted_H3_2",-0.0372765756490885,-0.0469133826350196,"2","26892"
"119","26892_7.sorted_H0_1",-0.0358789810149777,-0.0462234898987094,"2","26892"
"120","26892_7.sorted_H1_1",-0.0317137454740942,-0.040262955030236,"2","26892"
"121","26892_7.sorted_H2_1",-0.0328112266113183,-0.0454118457833526,"2","26892"
"122","26892_7.sorted_H3_1",-0.0356588972415208,-0.0465361771362392,"2","26892"
"123","28545_1.sorted_H0_2",0.00150127735960742,0.0137185042035067,"4","28545"
"124","28545_1.sorted_H1_2",0.00130749123993444,0.0106728718142408,"4","28545"
"125","28545_1.sorted_H2_2",0.00071202452672988,0.0128762764176874,"4","28545"
"126","28545_1.sorted_H3_2",0.00153190569934968,0.0112566936007616,"4","28545"
"127","28545_3.sorted_H0_2",-0.000695617013185153,0.0151613494005931,"4","28545"
"128","28545_3.sorted_H1_2",-0.000512534377934757,0.0143944814972439,"4","28545"
"129","28545_4.sorted_H0_3",-0.00325659916721766,0.0123834435381115,"4","28545"
"130","28545_4.sorted_H1_3",-0.00334189749926619,0.0127544348359236,"4","28545"
"131","28545_5.sorted_H0_2",0.000672131964270765,0.0143761163588871,"4","28545"
"132","28545_5.sorted_H1_2",0.00142303351295815,0.0139689586931482,"4","28545"
"133","28545_5.sorted_H2_2",0.000123956075153792,0.0130360375487615,"4","28545"
"134","29447_1.sorted_H0_2",0.000994441008434434,0.0146520746151068,"4","29447"
"135","29447_1.sorted_H1_2",0.000457320642219053,0.015394923324189,"4","29447"
"136","29447_1.sorted_H2_2",-0.00315608864209655,0.0107436889206544,"4","29447"
"137","29447_2.sorted_H0_2",-0.00315351681412467,0.0187971541413115,"4","29447"
"138","29447_2.sorted_H1_2",-0.00746105698316292,0.0191117269190724,"4","29447"
"139","29447_2.sorted_H2_2",-0.00169383904012269,0.0165548593556808,"4","29447"
"140","29447_2.sorted_H3_2",-0.0022541891925201,0.0179325873113207,"4","29447"
"141","29447_3.sorted_H0_2",-0.00034878461025906,0.0164151188154456,"4","29447"
"142","29447_3.sorted_H1_2",-0.00145032983058994,0.0161438557266537,"4","29447"
"143","29447_3.sorted_H2_2",-0.000797600861944781,0.0136859385134022,"4","29447"
"144","29447_3.sorted_H3_2",0.00167676100860512,0.016637887511812,"4","29447"
"145","29447_4.sorted_H0_2",-9.57988103678278e-05,0.0172726571827387,"4","29447"
"146","29447_4.sorted_H1_2",0.00315213523220025,0.0150864177965014,"4","29447"
"147","29447_4.sorted_H2_2",3.89653536254677e-05,0.0150170277547608,"4","29447"
"148","29447_4.sorted_H3_2",0.000371965430470852,0.0140710386506853,"4","29447"
"149","47939_1.sorted_H0_2",-0.00768481693481391,-0.00219865764632029,"4","47939"
"150","47939_1.sorted_H1_2",-0.00880235743563121,-0.00111328387310539,"4","47939"
"151","47939_1.sorted_H2_2",-0.00799704606233097,-0.00253159622504203,"4","47939"
"152","47939_1.sorted_H3_2",-0.00673623939897253,-0.000903954208276141,"4","47939"
"153","47939_2.sorted_H0_2",-0.00949025821632033,-0.00177619328513892,"4","47939"
"154","47939_2.sorted_H1_2",-0.00864951354376846,-0.00160820890936716,"4","47939"
"155","47939_2.sorted_H2_2",-0.00841786206219364,0.000242329872191449,"4","47939"
"156","47939_3.sorted_H0_1",-0.00964728795149713,-0.00192153375289489,"4","47939"
"157","47939_3.sorted_H1_1",-0.00941331457714392,-0.000750045530564173,"4","47939"
"158","47939_3.sorted_H2_1",-0.0081969582069853,-0.0025571965926347,"4","47939"
"159","47939_3.sorted_H3_1",-0.00873140418241069,0.00120649665823258,"4","47939"
